# Dependencies for a3-modular-kalah-zhua687
# Analyse and report dependencies of modules.

# Summary Information
# Timestamp	Sun May 16 20:50:33 NZST 2021
# Tool	mete-analysis(dependencies):20170202T1945
# System	a3-modular-kalah-zhua687
# Codebase	./submissions/a3-modular-kalah-zhua687/a3-modular-kalah-zhua687

# Attribute Descriptions
# 1	Source	The name of the module the dependency is from.
# 2	Package	The package the source module belongs to. Provided for convenience as it is part of the source name
# 3	Kind	Modules are classified into 1 of 5 'Kinds': Class, Interface, Enum, Annotation, Exception. 
# 4	Modifiers	The modifiers for the source module (comma separated).
# 5	Target	The name of the module the dependency is to.
# 6	Package	The package the target module belongs to. Provided for convenience as it is part of the target name
# 7	Kind	Modules are classified into 1 of 5 'Kinds': Class, Interface, Enum, Annotation, Exception. 
# 8	Category	Dependencies are classified according to what kind of dependency they represent.
# 9	Area	Classification of the area of the source module the dependency originates from.
# 10	Details	More details of the origin of the dependency. Typically formatted text.
# 11	Locations	Even more details of the origin of the dependency. Typically formatted text.
# 12	Target	Information about the target of the dependency within the target module, if such makes sense.
# 13	Visibility	The degree to which the dependency is visible outside the source module
# 14	Inheritance	In what way is the dependency due to inheritance (if it is)

# Data
# Source	Package	Kind	Modifiers	Target	Package	Kind	Category	Area	Details	Locations	Target	Visibility	Inheritance
kalah.Display	kalah	Class	public	java.lang.Integer*	java.lang	Class	InvokeStatic	Method	kalah.Display#public void printScore(int,int) {}	2,6	java.lang.Integer#java.lang.Integer valueOf(int) <>*	Private	None
kalah.Display	kalah	Class	public	java.lang.String*	java.lang	Class	InvokeStatic	Method	kalah.Display#public void printScore(int,int) {}	3,7	java.lang.String#java.lang.String format(java.lang.String,java.lang.Object[]) <>*	Private	None
kalah.Display	kalah	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	InvokeInterface	Method	kalah.Display#public void printScore(int,int) {}	4,8	com.qualitascorpus.testsupport.IO#void println(java.lang.String) <>*	Private	None
kalah.Display	kalah	Class	public	kalah.Display	kalah	Class	Get	Method	kalah.Display#public void printScore(int,int) {}	1,5	kalah.Display#private final com.qualitascorpus.testsupport.IO io	Private	None
kalah.Display	kalah	Class	public	int*		Primitive	Parameter	Method	kalah.Display#public void printWinner(int) {}	0	To whole module	Public	None
kalah.Display	kalah	Class	public	void*		Primitive	Return	Method	kalah.Display#public void printWinner(int) {}		To whole module	Public	None
kalah.Display	kalah	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	InvokeInterface	Method	kalah.Display#public void printWinner(int) {}	2,4,6	com.qualitascorpus.testsupport.IO#void println(java.lang.String) <>*	Private	None
kalah.Display	kalah	Class	public	kalah.Display	kalah	Class	Get	Method	kalah.Display#public void printWinner(int) {}	5,1,3	kalah.Display#private final com.qualitascorpus.testsupport.IO io	Private	None
kalah.Display	kalah	Class	public	int*		Primitive	Parameter	Method	kalah.Display#public void userInput(int) {}	0	To whole module	Public	None
kalah.Display	kalah	Class	public	void*		Primitive	Return	Method	kalah.Display#public void userInput(int) {}		To whole module	Public	None
kalah.Display	kalah	Class	public	java.lang.String*	java.lang	Class	Local	Method	kalah.Display#public void userInput(int) {}	0	To whole module	Private	None
kalah.Display	kalah	Class	public	java.lang.Integer*	java.lang	Class	InvokeStatic	Method	kalah.Display#public void userInput(int) {}	1	java.lang.Integer#java.lang.Integer valueOf(int) <>*	Private	None
kalah.Display	kalah	Class	public	java.lang.String*	java.lang	Class	InvokeStatic	Method	kalah.Display#public void userInput(int) {}	2	java.lang.String#java.lang.String format(java.lang.String,java.lang.Object[]) <>*	Private	None
kalah.Display	kalah	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	InvokeInterface	Method	kalah.Display#public void userInput(int) {}	4	com.qualitascorpus.testsupport.IO#int readInteger(java.lang.String,int,int,int,java.lang.String) <>*	Private	None
kalah.Display	kalah	Class	public	kalah.Display	kalah	Class	Put	Method	kalah.Display#public void userInput(int) {}	5	kalah.Display#private int UserPrompt	Private	None
kalah.Display	kalah	Class	public	kalah.Display	kalah	Class	Get	Method	kalah.Display#public void userInput(int) {}	3	kalah.Display#private final com.qualitascorpus.testsupport.IO io	Private	None
kalah.Display	kalah	Class	public	int*		Primitive	Return	Method	kalah.Display#public int getUserInput() {}		To whole module	Public	None
kalah.Display	kalah	Class	public	kalah.Display	kalah	Class	Get	Method	kalah.Display#public int getUserInput() {}	1	kalah.Display#private int UserPrompt	Private	None
kalah.Display	kalah	Class	public	void*		Primitive	Return	Method	kalah.Display#public void printHouseEmpty() {}		To whole module	Public	None
kalah.Display	kalah	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	InvokeInterface	Method	kalah.Display#public void printHouseEmpty() {}	2	com.qualitascorpus.testsupport.IO#void println(java.lang.String) <>*	Private	None
kalah.Display	kalah	Class	public	kalah.Display	kalah	Class	Get	Method	kalah.Display#public void printHouseEmpty() {}	1	kalah.Display#private final com.qualitascorpus.testsupport.IO io	Private	None
kalah.Display	kalah	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	Parameter	Constructor	kalah.Display#public <init>(com.qualitascorpus.testsupport.IO) {}	0	To whole module	Public	None
kalah.Display	kalah	Class	public	java.lang.Object*	java.lang	Class	InvokeSuper	Method	kalah.Display#public <init>(com.qualitascorpus.testsupport.IO) {}	1	java.lang.Object#public <init>() <>*	Private	None
kalah.Display	kalah	Class	public	kalah.Display	kalah	Class	Put	Method	kalah.Display#public <init>(com.qualitascorpus.testsupport.IO) {}	2	kalah.Display#private final com.qualitascorpus.testsupport.IO io	Private	None
kalah.Display	kalah	Class	public	com.qualitascorpus.testsupport.IO*?	com.qualitascorpus.testsupport	Unknown	Field	Field	kalah.Display#private final com.qualitascorpus.testsupport.IO io		To whole module	Private	None
kalah.Display	kalah	Class	public	int*		Primitive	Field	Field	kalah.Display#private int UserPrompt		To whole module	Private	None
kalah.Store	kalah	Class	public	java.lang.Object*	java.lang	Class	Extends	Header			To whole module	Public	None
kalah.Store	kalah	Class	public	kalah.IGetID	kalah	Interface	Implements	Header			To whole module	Public	None
kalah.Store	kalah	Class	public	kalah.IGetScore	kalah	Interface	Implements	Header			To whole module	Public	None
kalah.Store	kalah	Class	public	int*		Primitive	Parameter	Constructor	kalah.Store#public <init>(int) {}	0	To whole module	Public	None
kalah.Store	kalah	Class	public	java.lang.Object*	java.lang	Class	InvokeSuper	Method	kalah.Store#public <init>(int) {}	1	java.lang.Object#public <init>() <>*	Private	None
kalah.Store	kalah	Class	public	kalah.Store	kalah	Class	Put	Method	kalah.Store#public <init>(int) {}	2	kalah.Store#private final int StoreID	Private	None
kalah.Store	kalah	Class	public	kalah.Store	kalah	Class	Put	Method	kalah.Store#public <init>(int) {}	3	kalah.Store#private int storeNum	Private	None
kalah.Store	kalah	Class	public	int*		Primitive	Return	Method	kalah.Store#public int getScore() {}		To whole module	Public	None
kalah.Store	kalah	Class	public	kalah.Store	kalah	Class	Get	Method	kalah.Store#public int getScore() {}	1	kalah.Store#private int storeNum	Private	None
kalah.Store	kalah	Class	public	int*		Primitive	Return	Method	kalah.Store#public int getID() {}		To whole module	Public	None
kalah.Store	kalah	Class	public	kalah.Store	kalah	Class	Get	Method	kalah.Store#public int getID() {}	1	kalah.Store#private final int StoreID	Private	None
kalah.Store	kalah	Class	public	int*		Primitive	Parameter	Method	kalah.Store#public void increaseStore(int) {}	0	To whole module	Public	None
kalah.Store	kalah	Class	public	void*		Primitive	Return	Method	kalah.Store#public void increaseStore(int) {}		To whole module	Public	None
kalah.Store	kalah	Class	public	kalah.Store	kalah	Class	Put	Method	kalah.Store#public void increaseStore(int) {}	2	kalah.Store#private int storeNum	Private	None
kalah.Store	kalah	Class	public	kalah.Store	kalah	Class	Get	Method	kalah.Store#public void increaseStore(int) {}	1	kalah.Store#private int storeNum	Private	None
kalah.Store	kalah	Class	public	int*		Primitive	Field	Field	kalah.Store#private final int StoreID		To whole module	Private	None
kalah.Store	kalah	Class	public	int*		Primitive	Field	Field	kalah.Store#private int storeNum		To whole module	Private	None
kalah.IGetScore	kalah	Interface	public,abstract	int*		Primitive	Return	Method	kalah.IGetScore#public abstract int getScore() <>		To whole module	Public	None
Main	null	Class	public	junit.framework.TestCase*?	junit.framework	Unknown	Extends	Header			To whole module	Public	None
Main	null	Class	public	junit.framework.TestCase*?	junit.framework	Unknown	InvokeSuper	Method	Main#public <init>() {}	1	junit.framework.TestCase#<init>() <>*	Private	None
Main	null	Class	public	java.lang.String*	java.lang	Class	Parameter	Method	Main#public static void main(java.lang.String[]) {}	0	To whole module	Public	None
Main	null	Class	public	void*		Primitive	Return	Method	Main#public static void main(java.lang.String[]) {}		To whole module	Public	None
Main	null	Class	public	junit.textui.TestRunner*?	junit.textui	Unknown	InvokeStatic	Method	Main#public static void main(java.lang.String[]) {}	1	junit.textui.TestRunner#void run(java.lang.Class) <>*	Private	None
